URL,Nome,Website,Descrição,Qtde. Colaboradores,Avaliação,Pior Avaliação,Melhor Avaliação,Qtde. Avaliações,Qtde. Resenhas,Indústria,Equilíbrio trabalho/vida pessoal,Reconhecimento e recompensa,Salário,Qualidade de gestão,Oportunidades de carreira,Dificuldade das entrevistas,Taxa de recomendação,Faixa salarial,Nº de horas trabalhadas em média,Taxa de feedback das entrevistas,Investimento de tempo em entrevistas,Modo de Trabalho,Faixa salarial (min),Faixa salarial (max),Média salarial,Nº de minutos trabalhados
https://pt.teamlyzer.com/companies/atos,Eviden Portugal (Antiga Atos),http://pt.atos.net/,"A Atos SE (Societas Europaea) é líder em serviços digitais, com uma faturação anual de 12 mil milhões de euros e 100.000 colaboradores em 72 países. Com uma carteira de clientes globais, o grupo fornece serviços de integração de sistemas e consultoria, Managed Services & BPO, operações Cloud, Big Data e soluções de segurança.",+10000,1.9,1.0,5.0,70.0,42.0,Tecnologia da Informação,54,34,34,37,39,28,29.0,1126 - 1326,07:54,72,41,Híbrido,1126,1326,1226.0,474
https://pt.teamlyzer.com/companies/link-consulting,Link Consulting,http://www.linkconsulting.com,"A Link Consulting nasceu em Janeiro de 1999, constituindo uma empresa de características inovadoras, que congrega hoje cerca de duas centenas de colaboradores, altamente qualificados e motivados, com um amplo conhecimento do mercado e das empresas. Em mais de uma década de atividade, tem solidificado relações com as maiores empresas e entidades públicas nacionais.",201-500,2.1,1.0,5.0,57.0,37.0,Consultoria & Outsourcing IT,56,42,40,41,36,39,61.0,1369 - 1569,08:05,43,90,Escritório,1369,1569,1469.0,485
https://pt.teamlyzer.com/companies/pdmfc,PDMFC,http://www.pdmfc.com,"O principal objetivo da Pdmfc é tornar-se uma empresa de referência no desenvolvimento de soluções personalizadas, com grande desempenho e responsabilidade, com base em tecnologias que se adaptam às necessidades dos seus clientes.",51-200,2.1,1.0,5.0,66.0,42.0,Software House & Internet,58,35,33,36,37,43,37.0,1304 - 1504,08:05,50,94,Híbrido,1304,1504,1404.0,485
https://pt.teamlyzer.com/companies/bliss-applications,Bliss Applications,http://www.blissapplications.com,"Empresa de design e tecnologia que implementa soluções mobile, tablet, tv, web e desktop. A equipa é constituída por pessoas com fortes conhecimentos em design, usabilidade e web/mobile software.",201-500,3.0,1.0,5.0,79.0,41.0,Software House & Internet,74,65,48,65,65,36,90.0,1658 - 1858,08:00,20,69,Full remote,1658,1858,1758.0,480
https://pt.teamlyzer.com/companies/checkmarx-portugal,Checkmarx Portugal,https://www.checkmarx.com/,A Checkmarx é líder em AppSec e anfitrião do Checkmarx One™ — a plataforma AppSec cloud-native líder do setor que ajuda as empresas a construir #DevSecTrust.,501-1000,3.5,1.0,5.0,73.0,31.0,Software House & Internet,76,52,54,53,58,54,81.0,2375 - 2575,07:41,66,172,Híbrido,2375,2575,2475.0,461
https://pt.teamlyzer.com/companies/continental-engineering-services,Continental Engineering Services,https://www.conti-engineering.com/,"A Continental Engineering Services Portugal (CES Portugal) é uma empresa do Grupo Continental AG, um dos maiores fornecedores mundiais da indústria automóvel. A atividade foca-se em eletrónica automóvel, mobilidade elétrica e adaptação de tecnologia automóvel para aplicações industriais.
",201-500,3.1,1.0,5.0,90.0,45.0,Tecnologia da Informação,70,48,40,49,48,40,77.0,1791 - 1991,07:51,80,95,Híbrido,1791,1991,1891.0,471
https://pt.teamlyzer.com/companies/euronext-s-technology-centre-portugal,Euronext's Technology Centre - Portugal,https://www.euronext.com,"A Euronext é um grupo pan-europeu de gestão de mercados, que oferece um amplo conjunto de produtos e serviços, e que combina mercados de instrumentos de capital, de valores mobiliários de rendimento fixo e de derivados, de modo transparente e eficiente.",501-1000,2.1,1.0,5.0,55.0,25.0,Banca & Serviços Financeiros,45,39,50,37,40,33,47.0,1485 - 1685,08:17,66,96,Híbrido,1485,1685,1585.0,497
https://pt.teamlyzer.com/companies/bool-software,Bool ,http://www.bool.pt,"Empresa de desenho e desenvolvimento de software constituída por uma equipa de pessoas apaixonadas por tecnologia e empenhadas em superar os maiores desafios dos nossos clientes. 
",51-200,3.5,1.0,5.0,81.0,42.0,Consultoria & Outsourcing IT,77,68,64,66,75,65,100.0,1788 - 1988,08:00,88,181,Híbrido,1788,1988,1888.0,480
https://pt.teamlyzer.com/companies/zuhlke,Zühlke,https://www.zuehlke.com,"A Zühlke Portugal pertence ao Grupo Zühlke. Resolvemos alguns dos maiores desafios tecnológicos enquanto fornecedores de serviços de inovação. Trabalhamos em estreita colaboração com os nossos clientes para dar vida a novas ideias, resolvendo problemas complexos, criando soluções digitais e resultados reais. Temos projectos em áreas como médica, fintech, telco, industrial, IoT e muitos outros.",1001-5000,3.8,1.0,5.0,62.0,25.0,Tecnologia da Informação,76,67,64,79,61,53,100.0,2183 - 2383,07:55,83,200,Híbrido,2183,2383,2283.0,475
https://pt.teamlyzer.com/companies/armis,ARMIS Group,http://www.armis.pt/,"A ARMIS é uma empresa dedicada à inovação tecnológica e engenharia de software, focada no desenvolvimento e na implementação de soluções ambiciosas que resolvem desafios complexos de negócio.  

Fundada em 2005, atua em algumas das indústrias mais exigentes do mercado e conta com presença internacional em mais de 11 países e, escritórios em Portugal, Brasil, Holanda, Dubai e EUA.",201-500,2.5,1.0,5.0,61.0,29.0,Tecnologia da Informação,62,45,37,42,51,47,70.0,1328 - 1528,08:10,55,126,Depende do projeto / equipa,1328,1528,1428.0,490
https://pt.teamlyzer.com/companies/primavera-bss,Cegid (anterior Primavera BSS),http://www.primaverabss.com,"Criamos soluções de gestão na cloud úteis e inovadoras para ajudar as empresas a enfrentarem os seus desafios diários.
Através do nosso plano estratégico, Forward.ai, o nosso objetivo é claro: tornarmo-nos o líder em soluções de gestão em cloud, alimentadas pela IA generativa. 

Junta-te a nós nesta aventura, onde cada dia é uma oportunidade para ir mais longe!",1001-5000,2.1,1.0,5.0,50.0,28.0,Software House & Internet,57,37,33,34,40,33,40.0,1300 - 1500,07:55,37,76,Depende do projeto / equipa,1300,1500,1400.0,475
https://pt.teamlyzer.com/companies/bi4all,BI4ALL,https://www.bi4all.pt/,"A BI4ALL é líder em serviços de consultoria de Transformação Digital e Estratégia de Dados, com foco em Analytics, Big Data, Ciência de Dados, IA, Visualização de Dados, CPM e Engenharia de Software. Ajudamos as organizações a transformarem dados em insights. Apostamos no recrutamento dos melhores perfis e no seu crescimento e evolução, contando com mais de 250 talentos nacionais e internacionais.",201-500,2.7,1.0,5.0,53.0,26.0,Consultoria & Outsourcing IT,65,57,45,51,56,51,78.0,1458 - 1658,08:04,57,120,Híbrido,1458,1658,1558.0,484
https://pt.teamlyzer.com/companies/deloitte-digital,Deloitte Digital,http://www.deloittedigital.com,"A Deloitte Digital é mais focada no desenvolvimento web (portais, plataformas, etc), mobile e digital. As próprias carreiras serão diferentes (mais técnicas em alguns casos) daquelas que temos na área de consultoria e o ambiente será igualmente descontraído.
",1001-5000,2.2,1.0,5.0,54.0,30.0,Tecnologia da Informação,40,46,41,46,53,31,45.0,1383 - 1583,08:30,90,168,Híbrido,1383,1583,1483.0,510
https://pt.teamlyzer.com/companies/merkle-dach,Merkle Portugal ,https://www.merkleinc.com/,"Na Merkle combinamos duas das nossas maiores paixões: Pessoas e Tecnologia. E, porque uma não vive sem a outra, unimos as nossas mentes criativas e as suas habilidades técnicas para impulsionar a transformação digital, criando experiências únicas para os nossos colaboradores e clientes.",1001-5000,3.0,1.0,5.0,80.0,46.0,Consultoria & Outsourcing IT,74,58,50,61,61,38,88.0,1854 - 2054,08:00,63,120,Híbrido,1854,2054,1954.0,480
https://pt.teamlyzer.com/companies/runtime-revolution,Runtime Revolution,http://www.runtime-revolution.com,"A Runtime Revolution é uma equipa de desenvolvimento de produto especializada em rails e tecnologias associadas. Trabalhamos a partir de Lisboa para o mercado internacional, temos mais de 6 anos de experiência em rails e somos uma referência no mercado português de desenvolvimento em rails.",51-200,2.6,1.0,5.0,39.0,23.0,Software House & Internet,71,60,46,53,50,34,91.0,1542 - 1742,07:45,72,110,Full remote,1542,1742,1642.0,465
https://pt.teamlyzer.com/companies/fabamaq,Fabamaq,http://www.fabamaq.com,"A Fabamaq é uma software house sediada no Porto que nasceu em 2010 e tem como core business o desenvolvimento de jogos de casino. Por desenvolvimento de jogos de casino entenda-se todo o pack de jogo (software, som, gráficos, animação, matemática, hardware e outras áreas). Na Fabamaq são desenvolvidos jogos para as máquinas dos casinos físicos e online.
",201-500,2.2,1.0,5.0,63.0,30.0,"Publicidade, Multimédia & Videojogos",56,41,37,35,41,42,60.0,1412 - 1612,08:01,90,121,Híbrido,1412,1612,1512.0,481
https://pt.teamlyzer.com/companies/babel-sistemas-de-informacao,BABEL - Sistemas de Informação,http://www.babel.es,"A Babel é uma multinacional de consultoria que presta serviços relacionados com a organização de empresas e processos de negócio, tecnologias de informação e telecomunicações, e também imagem e comunicação empresarial.",51-200,2.2,1.0,5.0,36.0,20.0,Consultoria & Outsourcing IT,47,47,42,42,38,34,44.0,1228 - 1428,08:20,63,51,Híbrido,1228,1428,1328.0,500
https://pt.teamlyzer.com/companies/banco-privado-atlantico-europa,Banco Privado Atlântico Europa,http://www.atlantico.eu,"O Banco Atlântico iniciou a sua atividade em Luanda em 2006, com a ambição de criar uma instituição financeira inovadora de referência. Em Portugal tem a sua sede na Avenida da Liberdade.",51-200,2.2,1.0,5.0,48.0,24.0,Banca & Serviços Financeiros,68,49,42,38,39,33,60.0,1490 - 1690,08:00,100,112,Híbrido,1490,1690,1590.0,480
https://pt.teamlyzer.com/companies/deus-human-ity-centered-ai,DEUS: human(ity)-centered AI,https://deus.ai/,"Na DEUS initiative, desafiamos-nos a explorar e construir serviços de IA para criar um impacto positivo no nosso futuro. Conectamos os institutos empresariais, académicos e governamentais na troca de ideias e experiências no desenvolvimento de aplicações de IA centradas na humanidade.",51-200,4.2,1.0,5.0,69.0,38.0,Software House & Internet,84,74,69,73,70,51,94.0,2871 - 3071,07:49,71,120,Escolha do trabalhador,2871,3071,2971.0,469
https://pt.teamlyzer.com/companies/sysmatch,Sysmatch,https://www.sysmatch.com/,"Somos uma empresa de Consultoria e Outsourcing TI com uma vasta gama de competências tecnológicas, resultantes da acumulação de know-how e da experiência de 20 anos no mercado das TI, permitindo a implementação de soluções adaptadas às necessidades dos nossos clientes, privilegiando a sua robustez e escalabilidade.",51-200,2.2,1.0,5.0,27.0,15.0,Consultoria & Outsourcing IT,55,51,51,47,38,27,60.0,1150 - 1350,08:06,10,47,Híbrido,1150,1350,1250.0,486
https://pt.teamlyzer.com/companies/iownit-us,Iownit.us,https://www.iownit.us/,"A Iownit é uma empresa de serviços financeiros baseada nos EUA em rápido crescimento, pioneira num novo nicho na área do negócio de investimento. Estamos a construir a plataforma de mercados de capitais de próxima geração para fornecer aos nossos clientes uma ferramenta eficiente, segura e simplificada para o investimento de títulos privados. ",11-50,3.4,1.0,5.0,45.0,21.0,Tecnologia da Informação,83,80,77,75,77,52,100.0,3741 - 3941,08:00,84,115,Full remote,3741,3941,3841.0,480
https://pt.teamlyzer.com/companies/ibm-portugal,IBM Portugal,http://www.ibm.com/pt/pt/,"A IBM portuguesa centra a sua atividade na comercialização de soluções integradas de tecnologias de informação, baseadas em hardware, software e serviços. Esta organização permite satisfazer as exigências dos seus clientes em qualquer ponto geográfico do país.",+10000,2.3,1.0,5.0,44.0,23.0,Tecnologia da Informação,51,45,48,43,51,56,52.0,2050 - 2250,08:32,100,180,Híbrido,2050,2250,2150.0,512
https://pt.teamlyzer.com/companies/altar-io,Altar.io,https://altar.io/,"A Altar.io é uma agência de produto e software formada por ex-startups founders e talento de topo. Trabalhamos com diversos clientes, founders e business leaders focados em lançar ou expandir as suas empresas.

Se procuras um novo desafio, na Altar vais trabalhar em produtos criados de raíz, nos mais variados setores.

45 pessoas, 10 nacionalidades, todas sediadas em Portugal.",11-50,3.8,1.0,5.0,75.0,31.0,Software House & Internet,78,64,68,64,70,53,85.0,2440 - 2640,07:53,82,200,Escolha do trabalhador,2440,2640,2540.0,473
https://pt.teamlyzer.com/companies/bjss,BJSS,https://www.bjss.com/,"A BJSS é uma consultora britânica na área das tecnologias e engenharia criada em 1993. Há quase três décadas que temos vindo a fornecer soluções tecnológicas de alta qualidade e excelência às principais empresas de todo o mundo. 
Temos uma rede de 26 escritórios no Reino Unido, Europa, EUA e Austrália e reunimos equipas com diversas origens e experiências. 
",1001-5000,3.3,1.0,5.0,44.0,20.0,Consultoria & Outsourcing IT,77,70,68,68,68,52,100.0,2959 - 3159,07:51,55,163,Híbrido,2959,3159,3059.0,471
https://pt.teamlyzer.com/companies/dsr-corporation,DSR Corporation,http://en.dsr-corporation.com ,"A DSR é uma empresa multinacional de desenvolvimento de software que fornece produtos e serviços para clientes em todo o mundo.
Com mais de duas décadas de experiência, a DSR possui experiência em IoT, big data e analytics, desenvolvimento de sistemas web, wireless, blockchain, desenvolvimento de sistemas embarcados, M2M, UX/UI, visão computacional e desenvolvimento móvel.
",51-200,3.5,1.0,5.0,43.0,18.0,Software House & Internet,78,76,76,73,76,55,88.0,2180 - 2380,08:00,77,170,Escolha do trabalhador,2180,2380,2280.0,480
https://pt.teamlyzer.com/companies/sibs,SIBS,https://www.sibs.com/,"A Sibs Forward Payment Solutions 100% participada pela SIBS, SGPS, SA, esta designação nasceu em 2008. Atualmente é a empresa, do Grupo SIBS, responsável pelo desenvolvimento de Atividades de Processamento e Soluções de Pagamento.",501-1000,2.2,1.0,5.0,52.0,18.0,Banca & Serviços Financeiros,47,36,47,32,28,45,30.0,2180 - 2380,08:30,20,68,Híbrido,2180,2380,2280.0,510
https://pt.teamlyzer.com/companies/ubiwhere,Ubiwhere,http://www.ubiwhere.com,"A Ubiwhere fornece serviços de consultoria e de desenvolvimento de software em redes heterogéneas e de próxima geração (principalmente em áreas como qualidade de serviço/ gestão de recursos, convergência de redes, plataforma ims, tv apps), especialmente para operadores de telecomunicações e outras indústrias com uso intensivo de redes ou onde os conceitos de rede podem potencialmente ser aplicados",11-50,2.1,1.0,5.0,59.0,28.0,Software House & Internet,64,34,26,37,39,32,35.0,1058 - 1258,08:10,36,107,Híbrido,1058,1258,1158.0,490
https://pt.teamlyzer.com/companies/quickops-consulting,QuickOps Consulting,https://www.quickops.pt/,"A QuickOps Consulting, Lda é uma empresa portuguesa a operar na área da consultoria e outsourcing em tecnologias de informação com experiência neste setor de atividade. ",51-200,3.1,1.0,5.0,50.0,31.0,Consultoria & Outsourcing IT,73,64,60,69,62,41,83.0,1433 - 1633,08:05,42,74,Depende do projeto / equipa,1433,1633,1533.0,485
https://pt.teamlyzer.com/companies/retail-consult,Retail Consult,http://www.retail-consult.com,"A Retail Consult é uma referência global no mercado de integração de sistemas para Retalho. Fornece serviços de estratégia, implementação, formação e suporte de soluções para ajudar os seus clientes a conduzir com sucesso a transformação dos seus negócios. Com sede em Portugal, possuindo escritórios nos Estados Unidos, Alemanha, Brasil, México, Chile e China, servindo clientes por todo o mundo.
",201-500,2.2,1.0,5.0,64.0,35.0,Consultoria & Outsourcing IT,42,49,33,42,45,31,36.0,1261 - 1461,08:54,61,79,Híbrido,1261,1461,1361.0,534
https://pt.teamlyzer.com/companies/xgeeks,xgeeks,https://xgeeks.com/,"A xgeeks foca-se em impulsionar o sucesso empresarial com AI e Cloud Native development, tornando a promessa do DevOps, Data e Digital Solutions realmente impactantes.




",51-200,3.1,1.0,5.0,52.0,23.0,Tecnologia da Informação,75,62,62,66,64,51,91.0,2164 - 2364,07:55,72,236,Remote first,2164,2364,2264.0,475
https://pt.teamlyzer.com/companies/tekever,Tekever,https://www.tekever.com,"A TEKEVER nasceu em 2001 da ideia de que a inteligência coletiva pode melhorar a sociedade.

Procuramos inovação disruptiva e incremental, aplicando metodologias ágeis e assumindo riscos em vários domínios tecnológicos. Isso reflete-se nos nossos produtos e serviços nas áreas como a Transformação Digital, Veículos Aéreos Não-tripulados e Sistemas Espaciais.
",201-500,2.9,1.0,5.0,48.0,25.0,Tecnologia da Informação,66,61,53,60,57,45,77.0,1444 - 1644,07:59,57,162,Depende do projeto / equipa,1444,1644,1544.0,479
https://pt.teamlyzer.com/companies/infraspeak,Infraspeak,http://www.infraspeak.com,"**A Manutenção Inteligente começa aqui.**
Os gestores de manutenção, infraestruturas e assistência técnica utilizam a Infraspeak para conseguir o máximo resultado das suas equipas, ativos e recursos – numa única plataforma.

**Uma plataforma, toda a manutenção.**
No computador, no smartphone e em qualquer lugar.
Uma experiência única para os gestores, os técnicos e os seus clientes!",51-200,3.4,1.0,5.0,63.0,23.0,Tecnologia da Informação,82,75,62,78,82,41,100.0,1833 - 2033,07:52,100,157,Escolha do trabalhador,1833,2033,1933.0,472
https://pt.teamlyzer.com/companies/hitachi-vantara,Hitachi Vantara,http://www.hitachivantara.com,A Hitachi Vantara é uma empresa líder em integração de dados e análise de negócios com uma plataforma de classe empresarial de código aberto para diversas implementações de big data. ,5001-10000,2.7,1.0,5.0,43.0,22.0,Tecnologia da Informação,82,42,53,62,46,40,50.0,2930 - 3130,07:37,70,118,Híbrido,2930,3130,3030.0,457
https://pt.teamlyzer.com/companies/frotcom-internacional,Frotcom,http://www.frotcom.com,"O Frotcom é uma solução profissional para Localização GPS de Veículos e Gestão de Frotas. Aumente as suas margens, a produtividade e a qualidade do serviço.",11-50,2.3,1.0,5.0,28.0,13.0,Tecnologia da Informação,52,38,46,40,37,45,45.0,1783 - 1983,08:13,100,80,Remote first,1783,1983,1883.0,493
https://pt.teamlyzer.com/companies/fujitsu,Fujitsu Portugal,http://www.fujitsu.pt,"A Fujitsu Telecomunicações Portugal é a subsidiária da Fujitsu em Portugal para a área das telecomunicações. A Fujitsu é um fornecedor global de Tecnologias de Informação para o mercado global. Com cerca de 170.000 pessoas a apoiar clientes em 70 países, a Fujitsu combina especialistas em serviços e sistemas com produtos na área da computação, telecomunicações e micro electrónica avançada de modo a proporcionar valor acrescentado aos clientes.",+10000,2.2,1.0,5.0,33.0,17.0,Telecomunicações & Eletrotécnica,45,34,48,29,37,32,37.0,1535 - 1735,08:15,77,122,Full remote,1535,1735,1635.0,495
https://pt.teamlyzer.com/companies/uniplaces,Uniplaces,https://www.uniplaces.com,"Arrenda o teu alojamento universitário com a Uniplaces, a plataforma de arrendamentos segura que permite facilmente encontrar e reservar quartos e residências para estudantes universitários em Erasmus.",51-200,2.5,1.0,5.0,23.0,15.0,Software House & Internet,68,47,40,38,38,63,30.0,1842 - 2042,07:57,80,138,Remote first,1842,2042,1942.0,477
https://pt.teamlyzer.com/companies/uphold-inc,Uphold,https://uphold.com,"A Uphold é uma plataforma líder em dinheiro digital que fornece acesso transparente e de confiança ao dinheiro digital e aos serviços financeiros às pessoas em todo o mundo.

Através da tecnologia de blockchain, a Uphold proporciona acesso fácil aos clientes para transacionar sem comissões, ou enviar fundos, para qualquer pessoa, em todo o mundo e gratuitamente.",51-200,3.1,1.0,5.0,49.0,22.0,Banca & Serviços Financeiros,74,71,61,54,68,45,100.0,2107 - 2307,08:00,80,188,Híbrido,2107,2307,2207.0,480
https://pt.teamlyzer.com/companies/sap-portugal,SAP Portugal,http://www.sap.com,"A SAP está no centro da revolução tecnológica. Líder de aplicações empresariais, evita a complexidade, cria oportunidades de inovação e crescimento e mantém uma posição de liderança.",+10000,2.6,1.0,5.0,28.0,8.0,Software House & Internet,55,64,55,42,51,45,80.0,2340 - 2540,08:18,66,120,Híbrido,2340,2540,2440.0,498
https://pt.teamlyzer.com/companies/polarising,Polarising,http://www.polarising.com,"A Polarising é uma empresa jovem e informal, focada em Integração e Custom Development com tecnologia Java, Oracle Tibco ou IBM.",51-200,2.6,1.0,5.0,49.0,29.0,Consultoria & Outsourcing IT,69,52,50,52,49,26,75.0,1515 - 1715,07:52,76,72,Depende do projeto / equipa,1515,1715,1615.0,472
https://pt.teamlyzer.com/companies/match-profiler,Match Profiler,https://www.m-profiler.com/,"Somos uma empresa especializada nas áreas de desenvolvimento de software, soluções financeiras, outsourcing de TI e investigação & desenvolvimento. Há mais de 20 anos no mercado tecnológico, o nosso objetivo passa por desenvolver e implementar soluções informáticas capazes de tornar os negócios dos nossos clientes digitalmente mais eficientes.",51-200,1.9,1.0,5.0,31.0,15.0,Consultoria & Outsourcing IT,47,30,30,30,34,24,60.0,1388 - 1588,08:00,50,49,Híbrido,1388,1588,1488.0,480
https://pt.teamlyzer.com/companies/valtech-portugal,Valtech Portugal,https://careers.portugal.valtech.com/,"Uma agência digital global focada na transformação de negócios. Permitimos que os clientes antecipem as tendências de amanhã e se conectem digitalmente com os seus consumidores. Embora a nossa experiência seja em tecnologia, marketing e design de experiências, a nossa paixão é abordar os desafios de negócios transformacionais para os nossos clientes. #wearevaltech",51-200,3.3,1.0,5.0,39.0,19.0,Software House & Internet,80,73,67,71,67,45,91.0,2360 - 2560,08:00,100,171,Híbrido,2360,2560,2460.0,480
https://pt.teamlyzer.com/companies/kodly,Kodly,https://kodly.io/,"A Kodly fornece serviços de consultoria tecnológica entre os quais estratégias de Transformação Digital.
Temos experiência consolidada em Cloud Adoption, DevOps & Automation e em soluções de Ecommerce para algumas das marcas mais conhecidas do mundo, tais como Desigual, IKEA, Schneider Electric, Mango, Louis Vuitton, Carrefour, Grupo Sonae, Grupo Planeta, Decathlon, entre outras.


",11-50,3.1,1.0,5.0,45.0,25.0,Tecnologia da Informação,78,69,71,66,66,45,88.0,1950 - 2150,07:53,68,90,Escolha do trabalhador,1950,2150,2050.0,473
https://pt.teamlyzer.com/companies/korber-digital,Körber Digital,https://www.koerber-digital.com/,"A Körber Digital é uma área de negócios da Körber, um grupo internacional de tecnologia com cerca de 12.000 funcionários em todo o mundo. A Körber une empresas tecnologicamente líderes com mais de 100 empresas de produção, serviços e vendas.",201-500,2.9,1.0,5.0,39.0,15.0,Tecnologia da Informação,75,64,57,50,60,45,66.0,2162 - 2362,08:00,77,168,Escolha do trabalhador,2162,2362,2262.0,480
https://pt.teamlyzer.com/companies/synopsys,Synopsys,http://www.synopsys.com,"A Synopsys, Inc. é uma norte-americana líderem inovações nas áreas de projeto, verificação e fabricação de chips e sistemas.",5001-10000,2.7,1.0,5.0,26.0,12.0,Software House & Internet,64,58,61,61,50,28,75.0,1806 - 2006,07:52,25,105,Híbrido,1806,2006,1906.0,472
https://pt.teamlyzer.com/companies/pixelmatters,"Pixelmatters, Lda",https://www.pixelmatters.com/,"Pixelmatters é um Digital Product Studio. Somos uma equipa de estrategas, designers e programadores, que produzem produtos digitais com alta qualidade ajudando empresas a atingir o seu potencial.
",51-200,2.6,1.0,5.0,35.0,12.0,Tecnologia da Informação,67,61,55,52,48,45,57.0,1500 - 1700,08:04,80,96,Escolha do trabalhador,1500,1700,1600.0,484
https://pt.teamlyzer.com/companies/we-are-meta,We Are META,https://wearemeta.io/,"Sediada no centro de Lisboa, a We Are META, é o parceiro para extender a sua equipa que procura. Capacitamos as empresas da indústria de TI e, ao mesmo tempo, cuidamos do nosso talento como família, garantindo o nivelar carreiras mas sempre com um equilíbrio entre trabalho e vida pessoal.",51-200,3.4,1.0,5.0,69.0,41.0,Consultoria & Outsourcing IT,76,67,64,77,61,37,96.0,2350 - 2550,08:01,85,97,Híbrido,2350,2550,2450.0,481
https://pt.teamlyzer.com/companies/fnac-portugal,Fnac Portugal,https://www.fnac.pt/,"A Fnac é uma cadeia de lojas que opera no setor do retalho. Disponibiliza, num só espaço, uma vasta seleção de literatura, música, cinema, fotografia, jogos, assim como todo o equipamento tecnológico que se relaciona com estas áreas.",+10000,2.2,1.0,5.0,13.0,9.0,Indústria & Serviços,47,30,38,42,25,28,20.0,825 - 1025,08:30,100,30,Híbrido,825,1025,925.0,510
https://pt.teamlyzer.com/companies/banco-millennium-bcp,Banco Millennium BCP,http://www.millenniumbcp.pt,"O Banco Comercial Português, ou simplesmente Millennium BCP, é o maior banco privado português, tendo sido fundado em 1985.",+10000,2.2,1.0,5.0,28.0,12.0,Banca & Serviços Financeiros,53,34,50,29,32,39,12.0,1872 - 2072,07:56,50,135,Híbrido,1872,2072,1972.0,476
https://pt.teamlyzer.com/companies/devexperts,Devexperts,https://devexperts.com,"Fundada em 2002, a empresa é especializada no desenvolvimento de soluções e serviços de software altamente sofisticados para a indústria de mercados financeiros, que abragem uma ampla variedade de aplicações, desde plataformas de execução de negociações (Web & Desktop), gestão de riscos, a uma das ofertas mais abrangentes do setor dos serviços de dados históricos e em tempo real.",501-1000,3.3,1.0,5.0,41.0,16.0,Tecnologia da Informação,75,66,70,62,51,56,90.0,2283 - 2483,07:39,83,190,Full remote,2283,2483,2383.0,459
https://pt.teamlyzer.com/companies/indie-campers,Indie Campers,http://www.indiecampers.com,"A Indie Campers é uma scale-up portuguesa de referência, sendo o maior provider de roadtrips a nível mundial. Agrega mais de 6.000 veículos entre RVs próprias, de terceiros e venda de RVs, num modelo 100% digital e com tecnologia própria. Atualmente opera na Europa, América do Norte e Oceania.


",201-500,2.9,1.0,5.0,47.0,26.0,Indústria & Serviços,65,58,51,55,67,38,80.0,1583 - 1783,08:34,63,183,Híbrido,1583,1783,1683.0,514
https://pt.teamlyzer.com/companies/create-it,Create IT,http://www.create.pt,"No mercado desde 2001, somos uma empresa portuguesa focada no desenvolvimento de soluções multi-plataforma críticas e de suporte ao negócio, com forte componente de colaboração e integração, e totalmente orientadas para a criação de valor e ganhos mensuráveis. ",51-200,2.9,1.0,5.0,31.0,13.0,Tecnologia da Informação,77,61,50,69,64,45,100.0,1340 - 1540,08:00,80,186,Híbrido,1340,1540,1440.0,480
https://pt.teamlyzer.com/companies/bring-global,Bring Global,http://www.bringglobal.com,"A Bring é uma empresa internacional que fornece serviços de consultoria e tecnologia de informação em serviços financeiros, telecomunicações, energia e indústria.",51-200,1.9,1.0,5.0,34.0,22.0,Tecnologia da Informação,40,30,36,32,34,37,18.0,1287 - 1487,08:41,83,71,Full remote,1287,1487,1387.0,521
https://pt.teamlyzer.com/companies/anchorage,Anchorage Digital,https://anchorage.com/,"A Anchorage Digital é a principal plataforma de ativos digitais para clientes institucionais. Reconhecida a nível federal nos EUA como um Banco Digital de Criptomoedas, providencia os serviços e a infraestrutura que os clientes institucionais necessitam para, em segurança, fazer custódia, troca, empréstimo de ativos digitais e ainda participar em qualquer atividade relacionada com blockchain.",201-500,3.1,1.0,5.0,38.0,11.0,Banca & Serviços Financeiros,55,77,81,60,72,60,80.0,3450 - 3650,08:12,100,320,Escolha do trabalhador,3450,3650,3550.0,492
https://pt.teamlyzer.com/companies/banco-santander-totta,Banco Santander Portugal,https://www.santander.pt/,"O Grupo Santander é um grupo bancário global, com presença em Portugal, emprega milhares de pessoas e é liderado pelo Banco Santander S.A., o maior banco da zona euro.",5001-10000,2.2,1.0,5.0,31.0,16.0,Banca & Serviços Financeiros,52,41,44,34,34,37,38.0,1700 - 1900,08:18,33,103,Híbrido,1700,1900,1800.0,498
https://pt.teamlyzer.com/companies/the-virtual-forge-portugal,The Virtual Forge Portugal,http://www.thevirtualforge.com/,"Somos uma empresa internacional com escritórios no Reino Unido, EUA, Portugal e Canadá. A Virtual Forge trabalha com empresas e PMEs para criar aplicações, resolver problemas de dados e inovar a fim de conduzir resultados comerciais bem sucedidos e mensuráveis.",11-50,2.7,1.0,5.0,24.0,13.0,Software House & Internet,73,64,64,64,55,37,85.0,2260 - 2460,08:00,50,105,Depende do projeto / equipa,2260,2460,2360.0,480
